Date,Ticker,Asset,Open,High,Low,Close,Adj_Close,Volume,Dividends,Stock_Splits,Log_Return,Squared_Return
2010-06-30,JNJ,Johnson & Johnson,59.040000915527344,59.61000061035156,58.939998626708984,59.060001373291016,37.11668395996094,15802100,0.0,0.0,-0.30428740831916634,0.09259082686159506
2010-07-01,JNJ,Johnson & Johnson,59.06999969482422,59.25,58.650001525878906,59.06999969482422,37.12297058105469,17973500,0.0,0.0,0.016936019294936308,0.00028682874955845495
2010-07-02,JNJ,Johnson & Johnson,59.41999816894531,59.59000015258789,58.849998474121094,59.08000183105469,37.129241943359375,10534400,0.0,0.0,0.016892055081967183,0.00028534152489221334
2010-07-06,JNJ,Johnson & Johnson,59.5,59.599998474121094,58.66999816894531,59.08000183105469,37.129241943359375,15461100,0.0,0.0,0.0,0.0
2010-07-07,JNJ,Johnson & Johnson,59.33000183105469,60.70000076293945,59.040000915527344,60.61000061035156,38.09078598022461,17280000,0.0,0.0,2.5567563399650672,6.5370029819515665
2010-07-08,JNJ,Johnson & Johnson,60.93000030517578,61.72999954223633,60.63999938964844,61.380001068115234,38.57469940185547,15895900,0.0,0.0,1.262419055936617,1.5937018727918995
2010-07-09,JNJ,Johnson & Johnson,60.970001220703125,61.06999969482422,60.380001068115234,60.540000915527344,38.046775817871094,12174000,0.0,0.0,-1.3780260341895991,1.8989557509043142
2010-07-12,JNJ,Johnson & Johnson,60.47999954223633,60.540000915527344,60.060001373291016,60.209999084472656,37.83940505981445,10797200,0.0,0.0,-0.5465323773953668,0.2986976395414316
2010-07-13,JNJ,Johnson & Johnson,60.59000015258789,60.959999084472656,60.439998626708984,60.5,38.02165222167969,10924500,0.0,0.0,0.4804771222720325,0.23085826502681367
2010-07-14,JNJ,Johnson & Johnson,60.15999984741211,60.68000030517578,60.04999923706055,60.619998931884766,38.09705352783203,9668500,0.0,0.0,0.19811511525887182,0.039249598894036064
2010-07-15,JNJ,Johnson & Johnson,60.619998931884766,60.75,59.900001525878906,60.2599983215332,37.87081527709961,12839300,0.0,0.0,-0.595617392265628,0.35476007796930703
2010-07-16,JNJ,Johnson & Johnson,60.0,60.189998626708984,59.25,59.439998626708984,37.35548400878906,17569900,0.0,0.0,-1.3701041646699759,1.8771854220460122
2010-07-19,JNJ,Johnson & Johnson,59.720001220703125,59.790000915527344,59.369998931884766,59.56999969482422,37.437198638916016,10277500,0.0,0.0,0.21850977862392096,0.04774652335427494
2010-07-20,JNJ,Johnson & Johnson,58.45000076293945,58.77000045776367,58.0,58.58000183105469,36.81500244140625,22304800,0.0,0.0,-1.6759388995301545,2.808771194958345
2010-07-21,JNJ,Johnson & Johnson,58.79999923706055,58.79999923706055,56.869998931884766,57.119998931884766,35.89746856689453,25707600,0.0,0.0,-2.5238657585142694,6.3698983670008085
2010-07-22,JNJ,Johnson & Johnson,57.43000030517578,57.619998931884766,56.86000061035156,57.02000045776367,35.83461380004883,17972900,0.0,0.0,-0.1752487335049391,0.03071211859508517
2010-07-23,JNJ,Johnson & Johnson,57.279998779296875,57.63999938964844,57.0,57.630001068115234,36.217979431152344,15076600,0.0,0.0,1.0641372685151669,1.1323881262429203
2010-07-26,JNJ,Johnson & Johnson,57.650001525878906,58.0099983215332,57.47999954223633,57.7400016784668,36.2870979309082,11775200,0.0,0.0,0.1906584289213894,0.036350636518772496
2010-07-27,JNJ,Johnson & Johnson,57.95000076293945,58.439998626708984,57.619998931884766,58.099998474121094,36.51334762573242,16964000,0.0,0.0,0.6215632926596887,0.3863409267819538
2010-07-28,JNJ,Johnson & Johnson,58.13999938964844,58.25,57.650001525878906,57.83000183105469,36.34366607666016,13502100,0.0,0.0,-0.4657941555371473,0.2169641953325642
2010-07-29,JNJ,Johnson & Johnson,58.099998474121094,58.27000045776367,57.709999084472656,57.83000183105469,36.34366607666016,13031000,0.0,0.0,0.0,0.0
2010-07-30,JNJ,Johnson & Johnson,57.630001068115234,58.36000061035156,57.27000045776367,58.09000015258789,36.50707244873047,12978000,0.0,0.0,0.4486066975329266,0.2012479690713987
2010-08-02,JNJ,Johnson & Johnson,58.5,58.880001068115234,58.40999984741211,58.720001220703125,36.90299987792969,11455600,0.0,0.0,1.078683770995152,1.1635586778083216
2010-08-03,JNJ,Johnson & Johnson,58.75,59.599998474121094,58.709999084472656,59.349998474121094,37.29892349243164,10855100,0.0,0.0,1.0671620193683646,1.1388347755823658
2010-08-04,JNJ,Johnson & Johnson,59.369998931884766,59.93000030517578,59.22999954223633,59.7400016784668,37.54402542114258,10508800,0.0,0.0,0.6549790153983914,0.4289975106122463
2010-08-05,JNJ,Johnson & Johnson,59.529998779296875,59.88999938964844,59.5099983215332,59.7599983215332,37.55659103393555,9796700,0.0,0.0,0.03346340816719946,0.0011197996861645916
2010-08-06,JNJ,Johnson & Johnson,59.52000045776367,60.0,59.25,59.959999084472656,37.68229293823242,8524100,0.0,0.0,0.33414111059593726,0.11165028179028638
2010-08-09,JNJ,Johnson & Johnson,60.0,60.25,59.790000915527344,60.04999923706055,37.73884201049805,6674700,0.0,0.0,0.1499555340840011,0.02248666220241802
2010-08-10,JNJ,Johnson & Johnson,59.40999984741211,59.810001373291016,58.900001525878906,59.43000030517578,37.34920501708984,13550800,0.0,0.0,-1.0378229453725827,1.0770764659418228
2010-08-11,JNJ,Johnson & Johnson,58.91999816894531,58.95000076293945,58.29999923706055,58.5,36.764739990234375,11470100,0.0,0.0,-1.5772393255171158,2.4876838899576863
